258.83	-73.896	-54.188	-19.567	-3.7047	67.081	-97.58	-17.662	44.172
258.83	-73.896	-54.188	-19.567	-3.7047	82.081	-97.58	-17.662	26.072
51.332	68.604	-54.188	46.433	-6.2047	-40.919	-179.58	224.34	4.452
51.332	68.604	-54.188	46.433	-6.2047	-40.919	-179.58	319.34	5.232
-82.568	58.504	-54.188	10.433	-6.2047	5.4811	51.92	314.34	8.482
-15.168	40.104	-54.188	46.433	-6.2047	-40.919	-103.58	44.338	11.212
98.832	21.104	-54.188	46.433	-6.2047	-40.919	-179.58	319.34	7.882
98.832	21.104	-54.188	46.433	-6.2047	-40.919	-179.58	-17.662	0.63204
-15.168	40.104	-54.188	46.433	-6.2047	-40.919	-103.58	-17.662	10.032
193.83	-73.896	-54.188	46.433	-6.2047	-40.919	-179.58	-17.662	3.472
-82.568	58.504	-54.188	10.433	-6.2047	5.4811	51.92	44.338	2.252
-82.568	58.504	-54.188	10.433	-6.2047	5.4811	51.92	-17.662	-7.798
146.33	-26.396	-54.188	46.433	-6.2047	-40.919	-179.58	224.34	7.192
-91.168	116.1	-54.188	46.433	-6.2047	-40.919	-103.58	44.338	6.512
22.832	2.1042	-54.188	46.433	-6.2047	-40.919	-103.58	-17.662	11.992
98.832	-73.896	-54.188	46.433	-6.2047	-40.919	-103.58	44.338	17.092
-141.57	135.5	-54.188	10.433	-6.2047	74.081	33.32	44.338	3.542
60.832	-35.896	-54.188	46.433	-6.2047	-40.919	-103.58	319.34	20.322
98.832	21.104	-54.188	46.433	-6.2047	-40.919	-179.58	44.338	4.742
193.83	-73.896	-54.188	46.433	-6.2047	-40.919	-179.58	134.34	6.802
146.33	-26.396	-54.188	46.433	-6.2047	-40.919	-179.58	134.34	6.022
-141.57	135.5	-54.188	10.433	-6.2047	74.081	33.32	-17.662	-7.578
-141.57	135.5	-54.188	10.433	-6.2047	74.081	33.32	-42.662	-27.758
-141.57	135.5	-54.188	10.433	-6.2047	74.081	33.32	134.34	8.392
98.832	-73.896	-54.188	46.433	-6.2047	-40.919	-103.58	319.34	16.702
98.832	-73.896	-54.188	46.433	-6.2047	-40.919	-103.58	224.34	17.482
98.832	21.104	-54.188	46.433	-6.2047	-40.919	-179.58	224.34	5.332
60.832	-35.896	-54.188	46.433	-6.2047	-40.919	-103.58	134.34	16.302
146.33	-26.396	-54.188	46.433	-6.2047	-40.919	-179.58	-17.662	1.612
193.83	-73.896	-54.188	46.433	-6.2047	-40.919	-179.58	-38.662	2.782
22.832	2.1042	-54.188	46.433	-6.2047	-40.919	-103.58	319.34	19.442
-15.168	40.104	-54.188	46.433	-6.2047	-40.919	-103.58	319.34	17.092
-82.568	58.504	-54.188	10.433	-6.2047	5.4811	51.92	134.34	5.902
193.83	-73.896	-54.188	46.433	-6.2047	-40.919	-179.58	224.34	6.312
-91.168	116.1	-54.188	46.433	-6.2047	-40.919	-103.58	319.34	17.872
-43.668	163.6	-54.188	46.433	-6.2047	-40.919	-179.58	224.34	2.592
-43.668	163.6	-54.188	46.433	-6.2047	-40.919	-179.58	-17.662	-5.738
51.332	68.604	-54.188	46.433	-6.2047	-40.919	-179.58	44.338	1.902
193.83	-73.896	-54.188	46.433	-6.2047	-40.919	-179.58	44.338	6.412
-43.668	163.6	-54.188	46.433	-6.2047	-40.919	-179.58	134.34	0.43204
60.832	-35.896	-54.188	46.433	-6.2047	-40.919	-103.58	44.338	14.642
146.33	-26.396	-54.188	46.433	-6.2047	-40.919	-179.58	319.34	7.882
-43.668	163.6	-54.188	46.433	-6.2047	-40.919	-179.58	319.34	3.182
98.832	-73.896	-54.188	46.433	-6.2047	-40.919	-103.58	134.34	17.282
146.33	-26.396	-54.188	46.433	-6.2047	-40.919	-179.58	44.338	5.722
146.33	-26.396	-54.188	46.433	-6.2047	-40.919	-179.58	-38.662	-0.73796
67.832	-73.896	-54.188	10.433	-6.2047	74.081	33.32	-42.662	-20.768
98.832	21.104	-54.188	46.433	-6.2047	-40.919	-179.58	134.34	4.942
-43.668	163.6	-54.188	46.433	-6.2047	-40.919	-179.58	-38.662	-9.558
