-1.1196	0.0021795	-0.13098	-0.43881	-0.023467	-0.87492	-17.468	-0.0035167	0.038887	-0.048149	0.36398	1.677
-1.3196	0.16218	-0.19098	-0.73881	0.0095335	6.1251	42.532	-0.00084668	0.028887	-0.11815	0.36398	-1.223
-1.8196	-0.18782	-0.00097561	0.26119	-0.020467	-7.8749	-2.4678	-0.0029067	-0.10111	-0.098149	0.36398	1.577
0.88036	-0.11782	0.22902	-0.038806	-0.032467	-3.8749	-21.468	-0.0015467	0.028887	0.13185	1.364	2.877
1.8804	-0.16782	0.36902	0.36119	0.034533	-5.8749	-5.4678	0.0012533	-0.081113	0.0018512	0.36398	2.077
0.38036	-0.21782	0.18902	-1.1388	-0.028467	-4.8749	-21.468	-0.00014668	0.048887	0.10185	0.36398	-0.32298
-1.4196	-0.037821	-0.17098	-0.23881	-0.013467	-3.8749	-16.468	-0.00084668	0.10889	-0.078149	0.36398	-0.22298
-2.5196	0.15218	-0.25098	-0.73881	-0.00046654	5.1251	47.532	-0.0023467	0.22889	-0.13815	-0.63602	-0.42298
-0.019637	-0.10782	0.10902	-0.038806	0.0065335	8.1251	13.532	0.0011533	-0.0011132	0.041851	0.36398	0.37702
-1.1196	-0.19782	0.059024	-0.83881	-0.026467	-12.875	-33.468	-0.00074668	-0.081113	0.44185	2.364	-0.42298
-0.61964	-0.24782	0.029024	-0.53881	-0.025467	2.1251	-12.468	-0.0015467	-0.031113	0.24185	1.364	0.87702
-1.1196	-0.11782	0.029024	-0.43881	-0.0044665	19.125	25.532	0.00025332	0.12889	-0.13815	-0.63602	-1.023
3.6804	-0.24782	0.21902	-0.63881	-0.013467	-5.8749	-25.468	0.00085332	-0.33111	0.0018512	1.364	-0.52298
-1.4196	-0.0078205	-0.020976	0.061194	-0.0064665	-5.8749	-9.4678	0.00010332	0.14889	-0.15815	-0.63602	0.57702
2.2804	-0.027821	0.17902	0.061194	0.031533	18.125	21.532	0.00033332	-0.081113	0.061851	0.36398	0.47702
0.48036	0.15718	-0.010976	-0.93881	0.00053346	0.12508	-23.468	0.00019332	0.0088868	-0.18815	-0.63602	-1.023
-1.9196	0.032179	-0.12098	-0.73881	-0.0094665	1.1251	18.532	-0.0038067	0.018887	-0.058149	0.36398	0.077017
-0.41964	-0.33782	0.14902	-0.93881	-0.030467	2.1251	-16.468	-0.0027467	-0.021113	0.031851	0.36398	0.77702
3.8804	-0.047821	0.26902	0.061194	-0.0024665	3.1251	17.532	0.0032533	-0.21111	-0.048149	0.36398	0.077017
-0.11964	-0.17782	0.059024	-0.13881	-0.011467	-4.8749	0.53221	-0.00075668	-0.041113	0.15185	0.36398	0.57702
-3.3196	-0.14782	-0.26098	-0.93881	-0.039467	10.125	13.532	-0.0059067	0.38889	0.091851	0.36398	3.577
-0.019637	0.18718	-0.12098	-0.73881	0.0015335	-5.8749	5.5322	5.3321e-05	-0.081113	0.11185	-0.63602	-0.92298
-0.41964	-0.18782	0.14902	-0.53881	-0.0014665	-7.8749	-27.468	-0.0012867	0.038887	-0.058149	0.36398	0.97702
1.3804	-0.20782	0.26902	-0.038806	0.0065335	12.125	36.532	0.0016533	-0.031113	0.16185	-0.63602	-0.82298
-1.0196	-0.017821	-0.090976	-0.43881	-0.017467	-3.8749	-18.468	0.00093332	0.20889	0.071851	0.36398	-0.92298
-1.7196	0.20718	-0.25098	5.3612	0.034533	52.125	77.532	0.0026533	0.15889	-0.12815	-0.63602	-0.52298
0.080363	0.032179	-0.19098	-0.43881	0.017533	0.12508	-2.4678	-0.00094668	-0.18111	-0.13815	-0.63602	0.57702
-0.81964	0.072179	-0.24098	-0.73881	0.0075335	9.1251	52.532	-0.0017467	0.038887	-0.11815	-0.63602	-0.32298
-2.5196	0.082179	-0.16098	-0.73881	-0.021467	2.1251	-18.468	-0.0019167	0.23889	0.0018512	0.36398	0.47702
2.0804	-0.11782	0.27902	0.66119	-0.011467	6.1251	7.5322	0.0028533	-0.16111	0.23185	0.36398	-0.52298
0.58036	-0.047821	-0.030976	0.31119	0.0065335	19.125	59.532	0.0014533	-0.21111	-0.12815	-0.63602	-1.223
-0.91964	0.092179	-0.22098	-0.63881	-0.019467	8.1251	-4.4678	-0.00064668	0.10889	-0.088149	0.36398	1.077
-1.8196	0.0021795	-0.21098	-0.53881	-0.024467	13.125	-2.4678	-0.0018567	0.068887	0.17185	0.36398	-0.12298
0.28036	-0.057821	-0.00097561	-0.23881	-0.032467	-1.8749	-18.468	-0.0015867	-0.13111	0.14185	-0.63602	0.77702
-0.11964	-0.17782	0.059024	-0.13881	-0.011467	-4.8749	0.53221	-0.00075668	-0.041113	0.15185	0.36398	0.57702
-0.51964	0.042179	0.039024	-0.73881	-0.018467	10.125	73.532	-0.00049668	-0.021113	-0.12815	-0.63602	-1.123
-0.31964	-0.097821	0.089024	-0.23881	-0.012467	-5.8749	1.5322	0.00085332	0.028887	-0.19815	-0.63602	-1.023
-0.81964	-0.0078205	-0.16098	-1.0388	-0.0084665	-4.8749	-7.4678	5.3321e-05	0.10889	-0.078149	-0.63602	-0.82298
1.6804	-0.037821	-0.070976	8.4612	-0.016467	-2.8749	3.5322	0.0047533	-0.15111	0.031851	0.36398	-1.223
-0.91964	0.14218	-0.15098	-0.93881	0.098533	-10.875	-25.468	-0.00074668	0.078887	-0.11815	-0.63602	-0.92298
-0.41964	-0.027821	0.059024	-0.53881	-0.0034665	-0.87492	96.532	5.3321e-05	-0.11111	-0.10815	-0.63602	-0.92298
-2.4196	0.082179	-0.19098	-0.43881	-0.016467	0.12508	-22.468	-0.0029867	0.24889	0.11185	0.36398	0.67702
1.8804	0.14218	0.11902	-0.63881	-0.033467	-9.8749	-29.468	0.00085332	-0.14111	-0.18815	-0.63602	-0.42298
-0.71964	-0.17782	0.32902	0.061194	-0.014467	7.1251	-2.4678	-0.00018668	0.068887	0.13185	0.36398	0.67702
-1.0196	-0.19782	0.19902	-0.43881	-0.010467	-10.875	-35.468	-0.00094668	0.018887	-0.12815	0.36398	-0.12298
4.3804	0.072179	0.21902	0.26119	-0.012467	-10.875	-27.468	0.0026533	-0.17111	-0.088149	-0.63602	0.97702
3.1804	0.062179	0.31902	0.061194	-0.00046654	-2.8749	2.5322	0.0020533	-0.13111	-0.0081488	0.36398	0.57702
-0.41964	-0.097821	-0.060976	-0.93881	0.018533	-5.8749	-9.4678	-0.00014668	-0.14111	0.25185	-0.63602	-0.92298
-1.5196	-0.16782	0.049024	-0.73881	-0.020467	-11.875	-38.468	-0.0039467	0.048887	-0.10815	1.364	2.377
-2.1196	-0.017821	-0.13098	-0.63881	-0.031467	-0.87492	-12.468	-0.0027867	0.16889	-0.088149	0.36398	1.077
-1.7196	0.19718	-0.18098	2.9612	0.029533	-6.8749	-29.468	-0.00019668	0.038887	-0.16815	0.36398	0.37702
-1.4196	0.31218	-0.060976	1.5612	-0.013467	0.12508	18.532	0.0016733	0.21889	0.061851	0.36398	-1.1896
-0.31964	-0.34782	0.099024	-1.6388	-0.038467	20.125	62.532	-0.0066767	-0.42111	-0.21815	0.36398	2.277
3.6804	-0.077821	0.27902	-0.53881	-0.014467	9.1251	2.5322	0.0029533	-0.21111	0.10185	0.36398	-0.12298
-0.21964	0.19218	-0.18098	0.26119	-0.0034665	2.1251	2.5322	0.0026533	0.11889	0.061851	0.36398	0.67702
-1.3196	0.15718	-0.27098	-0.63881	-0.020467	24.125	16.532	0.0011533	0.28889	0.15185	-0.63602	-0.52298
2.2804	-0.10782	0.20902	0.16119	-0.022467	-10.875	-28.468	0.00045332	-0.10111	0.21185	0.36398	0.87702
-0.019637	0.0021795	-0.27098	-1.1388	-0.017467	-9.8749	-32.468	-0.00081668	-0.061113	-0.018149	0.36398	-0.42298
-1.1196	-0.27782	0.099024	-0.038806	-0.024467	-4.8749	-5.4678	-0.0023567	0.20889	0.14185	1.364	1.977
2.0804	-0.28782	0.18902	-0.73881	-0.012467	-9.8749	-25.468	0.00085332	-0.061113	0.36185	1.364	0.37702
-0.51964	0.062179	-0.090976	-0.23881	-0.011467	1.1251	7.5322	0.00075332	0.11889	-0.068149	-0.63602	-0.42298
0.38036	-0.10782	0.17902	-0.13881	-0.015467	16.125	12.532	-0.00057668	0.018887	0.11185	0.36398	1.577
-0.91964	-0.057821	0.18902	-0.33881	0.026533	-8.8749	-26.468	-0.00027668	0.0088868	-0.028149	-0.63602	0.077017
7.2804	0.11718	0.21902	1.6612	0.0075335	-5.8749	-23.468	0.0064033	-0.39111	0.081851	-0.63602	0.67702
