-0.0041667	-10.208	98.0	-54.104	1.75	1.5	-0.13438	-0.8125	10.103
0.095833	-83.708	-24.5	-29.604	1.75	1.5	0.015625	2.1875	7.0828
-0.12417	112.29	24.5	43.896	-1.75	1.5	0.015625	-1.8125	-4.9372
-0.0041667	-10.208	98.0	-54.104	1.75	-0.5	0.015625	0.1875	14.283
0.13583	-108.21	0.0	-54.104	1.75	-1.5	-0.13438	0.1875	5.7628
0.21583	-157.21	-24.5	-66.354	1.75	0.5	-0.13438	0.1875	1.8028
-0.12417	112.29	24.5	43.896	-1.75	1.5	0.015625	-0.8125	-5.1972
0.13583	-108.21	0.0	-54.104	1.75	1.5	0.16562	-0.8125	13.383
-0.12417	112.29	24.5	43.896	-1.75	-0.5	-0.13438	1.1875	-7.1172
0.025833	-34.708	24.5	-29.604	1.75	0.5	0.015625	0.1875	17.503
-0.12417	112.29	24.5	43.896	-1.75	-1.5	-0.13438	-0.8125	-6.8972
-0.024167	14.292	-73.5	43.896	-1.75	0.5	-0.13438	-1.8125	-11.947
-0.024167	14.292	-73.5	43.896	-1.75	-0.5	0.16562	2.1875	-8.1172
0.055833	-59.208	0.0	-29.604	1.75	-1.5	0.015625	0.1875	2.3928
-0.14417	136.79	49.0	43.896	-1.75	-0.5	0.015625	-1.8125	-7.1872
0.095833	-83.708	-24.5	-29.604	1.75	-1.5	-0.13438	0.1875	3.1028
0.13583	-108.21	0.0	-54.104	1.75	0.5	0.015625	1.1875	9.7628
0.21583	-157.21	-24.5	-66.354	1.75	-0.5	0.16562	2.1875	10.413
-0.054167	38.792	-49.0	43.896	-1.75	-0.5	-0.13438	0.1875	-11.627
0.055833	-59.208	0.0	-29.604	1.75	1.5	-0.13438	1.1875	1.9328
-0.12417	112.29	24.5	43.896	-1.75	-0.5	0.16562	1.1875	-3.1772
0.025833	-34.708	24.5	-29.604	1.75	0.5	-0.13438	-1.8125	14.593
-0.10417	87.792	0.0	43.896	-1.75	-0.5	0.015625	-1.8125	-9.1272
0.055833	-59.208	0.0	-29.604	1.75	1.5	0.015625	-1.8125	3.8828
-0.14417	136.79	49.0	43.896	-1.75	-1.5	-0.13438	0.1875	-9.6272
0.13583	-108.21	0.0	-54.104	1.75	-0.5	0.015625	2.1875	10.003
0.13583	-108.21	0.0	-54.104	1.75	0.5	-0.13438	0.1875	7.3128
-0.10417	87.792	0.0	43.896	-1.75	-0.5	0.16562	-1.8125	-7.0772
0.055833	-59.208	0.0	-29.604	1.75	-0.5	0.015625	0.1875	3.1728
-0.0041667	-10.208	98.0	-54.104	1.75	0.5	-0.23438	-2.8125	2.4628
-0.14417	136.79	49.0	43.896	-1.75	0.5	-0.13438	2.1875	-9.5072
0.13583	-108.21	0.0	-54.104	1.75	0.5	0.16562	2.1875	12.413
0.095833	-83.708	-24.5	-29.604	1.75	-0.5	0.015625	-0.8125	7.5628
0.13583	-108.21	0.0	-54.104	1.75	-0.5	0.015625	-0.8125	10.963
-0.024167	14.292	-73.5	43.896	-1.75	0.5	0.015625	2.1875	-10.667
0.095833	-83.708	-24.5	-29.604	1.75	0.5	-0.13438	-1.8125	4.0628
-0.054167	38.792	-49.0	43.896	-1.75	-0.5	0.16562	-1.8125	-7.7072
0.055833	-59.208	0.0	-29.604	1.75	0.5	0.16562	2.1875	6.7528
0.13583	-108.21	0.0	-54.104	1.75	0.5	0.16562	0.1875	12.743
0.025833	-34.708	24.5	-29.604	1.75	1.5	0.015625	0.1875	17.523
0.025833	-34.708	24.5	-29.604	1.75	0.5	0.16562	-1.8125	20.193
-0.14417	136.79	49.0	43.896	-1.75	1.5	-0.13438	-0.8125	-9.2672
0.13583	-108.21	0.0	-54.104	1.75	0.5	-0.13438	-1.8125	6.8328
-0.054167	38.792	-49.0	43.896	-1.75	-1.5	-0.13438	-0.8125	-11.667
-0.054167	38.792	-49.0	43.896	-1.75	1.5	-0.23438	-2.8125	-15.907
0.21583	-157.21	-24.5	-66.354	1.75	-1.5	0.16562	2.1875	10.533
-0.14417	136.79	49.0	43.896	-1.75	1.5	0.16562	2.1875	-5.6672
0.055833	-59.208	0.0	-29.604	1.75	-1.5	-0.13438	0.1875	0.6228
-0.074167	63.292	-24.5	43.896	-1.75	0.5	0.015625	2.1875	-10.127
0.095833	-83.708	-24.5	-29.604	1.75	1.5	0.015625	1.1875	7.5728
0.025833	-34.708	24.5	-29.604	1.75	-0.5	0.015625	1.1875	16.533
